id,name,producer,nation,type,use,abv,degree,sweet,acidity,body,tannin,price,year,ml
162300,Ciao Moscato,SRL Cantine Sgarzi Luigi SRL,Italy,White,"Appetizer, Dessert",8,6~8,SWEET4,ACIDITY2,BODY2,TANNIN1,5000,0,200
162301,"Taittinger, Nocturne Citi Light 'Luminous'",Taittinger,France,Sparkling,"Appetizer, Dessert",12~13,6~8,SWEET2,ACIDITY3,BODY3,TANNIN1,319000,0,750
162305,Matto duem,MGM Mondo del Vino,Italy,Red,Table,14~15,16~18,SWEET2,ACIDITY3,BODY3,TANNIN4,0,2016,750
162307,Marquis de Bataille Blanc,Maison Bouey,France,White,Appetizer,11~12,8~10,SWEET2,ACIDITY3,BODY2,TANNIN1,35000,2015,750
162308,Marquis de Bataille Rouge,Maison Bouey,France,Red,Table,12~13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,35000,2015,750
162309,"IL Poggione, Rosso di Montalcino Leopoldo Franceschi",Tenuta Il Poggione,Italy,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,120000,2014,750
162310,"Big House, Cabernet Sauvignon",Big House,USA,Red,Table,13.5,16~18,SWEET1,ACIDITY2,BODY4,TANNIN3,35000,2014,750
162312,"Big House, Zinfandel",Big House,USA,Red,Table,13~14,16~18,SWEET2,ACIDITY2,BODY4,TANNIN3,35000,2012,750
162313,"Busnel, Calvados Pays D'Auge",Busnel,France,Hard,Etc,40,,SWEET1,ACIDITY1,BODY5,TANNIN1,105000,0,700
162315,"Mount Langi Ghiran, Billi Billi Pinot Gris",Mount Langi Ghiran,Australia,White,"Appetizer, Table",,,SWEET1,ACIDITY3,BODY2,TANNIN1,45000,2016,750
162316,LFE 360 Tempranillo,Luis Felipe Edwards,Chile,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,120000,2014,750
162317,LFE 360 Grenache,Luis Felipe Edwards,Chile,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,120000,2014,750
162318,LFE 360 Monastrell,Luis Felipe Edwards,Chile,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,120000,2014,750
162319,LFE 360 Cabernet Franc,Luis Felipe Edwards,Chile,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,120000,2015,750
162320,LFE 360 Carignan,Luis Felipe Edwards,Chile,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,120000,2014,750
162321,LFE 360 Roussanne Marsanne,Luis Felipe Edwards,Chile,White,"Appetizer, Table",,,SWEET1,ACIDITY3,BODY3,TANNIN1,120000,2015,750
162322,Ciao Sfritz,SRL Cantine Sgarzi Luigi SRL,Italy,White,"Appetizer, Etc",6.9,6~8,SWEET4,ACIDITY2,BODY2,TANNIN1,5000,0,200
162323,"San Marzano, Collezione Cinquanta ",San Marzano Feudi di San Marzano,Italy,Red,Table,14~15,16~18,SWEET2,ACIDITY3,BODY5,TANNIN4,0,0,750
162324,"Crystal De Beausoleil, Methode Traditionnelle Premier Brut 1531",Vignobles Bonfils,France,Sparkling,"Appetizer, Table",12.5,6~8,SWEET1,ACIDITY4,BODY2,TANNIN1,50000,0,750
162325,Dada 1 Vanilla,Finca Las Moras,Argentina,Red,Table,12.5,16~18,SWEET4,ACIDITY2,BODY3,TANNIN1,26000,0,750
162326,Dada 3,Finca Las Moras,Argentina,Red,Table,12,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,35000,0,750
162327,"Spring Valley Vineyard, Derby Cabernet Sauvignon",Spring Valley Vineyard,USA,Red,Table,14~15,16~18,SWEET1,ACIDITY4,BODY5,TANNIN4,280000,2013,750
162328,"Devil's Corner, Pinot Noir",Devils Corner,Australia,Red,Table,12~13,13~15,SWEET1,ACIDITY5,BODY4,TANNIN3,40000,2017,750
162329,"Devil's Corner, Cuvee Brut",Devils Corner,Australia,Sparkling,"Appetizer, Table",11~12,6~8,SWEET1,ACIDITY4,BODY3,TANNIN1,50000,0,750
162330,"Devil's Corner, Sauvignon Blanc",Devils Corner,Australia,White,Table,12~13,8~10,SWEET1,ACIDITY5,BODY2,TANNIN1,40000,2017,750
162331,"Domaine Dujac, Puligny Montrachet 1er Cru 'Les Combettes'",Domaine Dujac,France,White,Table,13~14,6~8,SWEET1,ACIDITY4,BODY3,TANNIN1,510000,2017,750
162332,Elio Altare Barolo,Elio Altare,Italy,Red,Table,14.5,16~18,SWEET1,ACIDITY4,BODY5,TANNIN4,0,2014,750
162333,Ethos Reserve Cabernet Sauvignon,Chateau Ste Michelle,USA,Red,Table,13~14,16~18,SWEET1,ACIDITY4,BODY4,TANNIN4,140000,2013,750
162334,Ethos Reserve Syrah,Chateau Ste Michelle,USA,Red,Table,14~15,16~18,SWEET1,ACIDITY4,BODY4,TANNIN4,140000,2013,750
162335,"Trapiche, Extravaganza Sparkling",Trapiche,Argentina,Sparkling,"Appetizer, Table",11~12,6~8,SWEET2,ACIDITY5,BODY3,TANNIN1,45000,0,750
162336,"San Marzano, F Negroamaro",San Marzano Feudi di San Marzano,Italy,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,200000,2015,750
162339,Familia Blanco,Vini Galicia,Spain,,Table,11.5,8~10,SWEET2,ACIDITY4,BODY2,TANNIN1,0,0,750
162340,Familia Tinto,Vini Galicia,Spain,Red,Table,11~12,10~12,SWEET2,ACIDITY4,BODY2,TANNIN2,0,0,750
162341,Festa Bianco,Vallebelbo,Italy,White,"Table, Dessert",3~4,6~8,SWEET4,ACIDITY2,BODY2,TANNIN1,19800,0,750
162342,Festa Rosso,Vallebelbo,Italy,Red,"Table, Dessert",4,6~8,SWEET4,ACIDITY1,BODY2,TANNIN1,19800,0,750
162343,Finca Las Moras Cabernet Sauvignon,Finca Las Moras,Argentina,Red,Table,12~13,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,35000,2017,750
162344,Finca Las Moras Gran Syrah,Finca Las Moras,Argentina,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2015,750
162345,Finca Las Moras Malbec,Finca Las Moras,Argentina,Red,Table,12.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,35000,0,750
162346,Mora Negra,Finca Las Moras,Argentina,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY5,TANNIN5,160000,2014,750
162347,Pedernal Malbec,Finca Las Moras,Argentina,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY5,TANNIN5,250000,2014,750
162348,"Finca Las Moras, Reserva Cabernet-Syrah",Finca Las Moras,Argentina,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,60000,2017,750
162349,Finca Las Moras Reserva Chardonnay,Finca Las Moras,Argentina,White,Table,13~14,10~12,SWEET1,ACIDITY3,BODY3,TANNIN1,60000,2017,750
162350,"Finca Las Moras, Reserva Malbec",Finca Las Moras,Argentina,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,60000,2017,750
162351,Finca Las Moras Reserva Syrah,Finca Las Moras,Argentina,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY5,TANNIN3,60000,2015,750
162352,Fragustus Vino Blanco,Vini Galicia,Spain,,Table,11~12,8~10,SWEET1,ACIDITY5,BODY1,TANNIN1,0,0,750
162353,Fragustus Vino Tinto,Vini Galicia,Spain,Red,Table,11~12,13~15,SWEET1,ACIDITY3,BODY3,TANNIN3,0,0,750
162354,Francois Labet Pinot Noir,Chateau de La Tour,France,Red,Table,11.5,13~15,SWEET1,ACIDITY5,BODY1,TANNIN2,0,0,750
162355,"Spring Valley Vineyard, Frederick Red ",Spring Valley Vineyard,USA,Red,Table,14~15,16~18,SWEET1,ACIDITY4,BODY4,TANNIN4,280000,2013,750
162356,"Freixenet, Mia Fresh&Crisp;",Freixenet,Spain,Sparkling,Table,6~7,6~8,SWEET4,ACIDITY3,BODY1,TANNIN1,15000,0,750
162357,"Freixenet, Mia Fruity&Sweet;",Freixenet,Spain,Sparkling,Table,7~8,6~8,SWEET4,ACIDITY3,BODY2,TANNIN1,15000,0,750
162358,Gran Reserva Cabernet Sauvignon Lot.1,Concha y Toro,Chile,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,80000,2016,750
162359,Gran Reserva Syrah Lot.1,Concha y Toro,Chile,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2016,750
162360,"Tasca d'Alerita, Grillo",Tasca dAlmerita,Italy,White,Table,13,8~10,SWEET1,ACIDITY5,BODY3,TANNIN1,0,2015,750
162361,"Domaine Hubert Lignier, Morey Saint Denis Premier Cru 'La Riotte' ",Domaine Hubert Lignier,France,Red,Table,13~14,13~15,SWEET1,ACIDITY4,BODY3,TANNIN3,449000,2014,750
162362,Hubert Lignier Pommards Premier Cru 'Les Chanlins ',Domaine Hubert Lignier,France,Red,Table,13~14,13~15,SWEET1,ACIDITY4,BODY3,TANNIN3,290000,2014,750
162363,Hubert Lignier Nuits Saint Georges Premier Cru 'Les Didiers',Domaine Hubert Lignier,France,Red,Table,13~14,13~15,SWEET1,ACIDITY4,BODY3,TANNIN3,785000,2014,750
162364,Hubert Lignier Poisets Nuits Saint Georges,Domaine Hubert Lignier,France,Red,Table,13~14,13~15,SWEET1,ACIDITY4,BODY3,TANNIN2,200000,2014,750
162365,Hunter's Dry Cider,Distell,the Republic of South Africa,,"Appetizer, Table",4.5,6~8,SWEET1,ACIDITY5,BODY3,TANNIN1,0,0,300
162366,Hunter's Gold Cider,Distell,the Republic of South Africa,,"Appetizer, Table",4.5,6~8,SWEET3,ACIDITY2,BODY3,TANNIN1,6000,0,300
162367,"Freixenet, Ice Cava",Freixenet,Spain,Sparkling,Dessert,11~12,6~8,SWEET2,ACIDITY5,BODY2,TANNIN1,0,0,750
162368,"Il Borro, Polissena ",Il Borro,Italy,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,120000,2016,750
162369,Intis Chardonnay Chenin,Finca Las Moras,Argentina,White,Table,11~12,10~12,SWEET1,ACIDITY5,BODY2,TANNIN1,6900,2018,750
162370,Intis Merlot Malbec,Finca Las Moras,Argentina,Red,Table,11~12,16~18,SWEET1,ACIDITY4,BODY2,TANNIN2,6900,2018,750
162371,"Spring Valley Vineyard, Katherine Corkrum Cabernet Franc",Spring Valley Vineyard,USA,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY5,TANNIN3,280000,2012,750
162372,"Las Tizas, Gran Reserva Cabernet Sauvignon ",Invina Winry,Chile,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,25000,2016,750
162373,"Las Tizas, Gran ReservaCarmenere ",Invina Winry,Chile,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,25000,2016,750
162374,"Calvet, Les Souverins",Calvet,France,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2013,750
162375,"Carpineto, Originale Toscano",Carpineto,Italy,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,50000,0,750
162376,Lolailo White Sangria,lolailo,Spain,Etc,Dessert,6,6~8,SWEET3,ACIDITY3,BODY2,TANNIN1,9900,0,750
162377,Mahuida Gran Reserva Cabernet Sauvignon,Invina Winry,Chile,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,85000,0,750
162378,Mahuida Gran Reserva Syrah,Invina Winry,Chile,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,85000,0,750
162379,Marques de Casa Concha Cabernet Sauvignon Lotte 35th Edition,Concha y Toro,Chile,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,70000,2015,750
162380,"Carpineto, Rosso di Montalcino",Carpineto,Italy,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,100000,2015,750
162381,Mature Reserve Carmenere,Casa Verdi,Chile,Red,Table,12~13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN4,70000,2017,750
162382,Mature Special Reserve Cabernet Sauvignon,Casa Verdi,Chile,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,80000,2017,750
162384,"Carpineto, Rosso di Montepulciano",Carpineto,Italy,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2015,750
162385,"Freixenet, Mia Blanco ",Freixenet,Spain,White,Table,11~12,8~10,SWEET1,ACIDITY5,BODY3,TANNIN1,0,2016,750
162386,"Frexienet, Mia Rose",Freixenet,Spain,Rose,Table,11~12,10~12,SWEET1,ACIDITY5,BODY3,TANNIN1,15000,2016,750
162387,"Freixenet, Mia Tinto",Freixenet,Spain,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,15000,2016,750
162388,"Napa Cellars, Pinot noir",Napa Celllars,USA,Red,Table,14~15,16~18,SWEET1,ACIDITY5,BODY4,TANNIN2,0,2016,750
162389,New Heights Vidal Icewine,CWC CWC,Canada,White,Dessert,11~12,6~8,SWEET5,ACIDITY3,BODY3,TANNIN1,0,2016,375
162390,"Carpineto, 'Vigneto St.Ercolano' Vino Nobile di Montepulciano",Carpineto,Italy,Red,Table,13.5,16~18,SWEET1,ACIDITY4,BODY5,TANNIN4,0,2009,750
162391,"Carpineto, Farnito Vinsanto del Chianti",Carpineto,Italy,White,Dessert,15,12~14,SWEET5,ACIDITY3,BODY5,TANNIN1,280000,1999,500
162392,"Spring Valley Vineyard, Nina Syrah",Spring Valley Vineyard,USA,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,280000,2012,750
162393,"Northstar, Columbia Valley Cabernet Sauvignon",Northstar,USA,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,150000,2012,750
162394,"Northstar, Walla Walla Valley Red Blend",Northstar,USA,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,180000,2014,750
162395,"Tasca d'Almerita, Nozze d'Oro",Tasca dAlmerita,Italy,White,Table,13,10~12,SWEET1,ACIDITY5,BODY3,TANNIN1,100000,2014,750
162396,"Osborne, Ruby Port",Osborne,Portugal,Fortified,Table,19~20,16~18,SWEET5,ACIDITY2,BODY5,TANNIN2,30000,0,750
162397,"Osborne, Tawny Port",Osborne,Portugal,Fortified,Table,19~20,16~18,SWEET5,ACIDITY2,BODY5,TANNIN3,0,0,750
162398,"Paul Hobbs, Las Piedras Vineyard Cabernet Sauvignon",Paul Hobbs,USA,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,0,2012,750
162399,"Paul Hobbs, Napa Valley Cabernet Sauvignon",Paul Hobbs,USA,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,405000,2016,750
162400,"Paul Hobbs, Russian River Valley Chardonnay",Paul Hobbs,USA,White,Table,12~13,8~10,SWEET1,ACIDITY5,BODY3,TANNIN1,180000,2017,750
162401,"Paul Hobbs, Russian River Valley Pinot Noir",Paul Hobbs,USA,Red,Table,14~15,16~18,SWEET1,ACIDITY4,BODY4,TANNIN3,210000,2016,750
162402,Paz Cabernet Sauvignon Cabernet Franc,Finca Las Moras,Argentina,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2016,750
162403,Paz Malbec,Finca Las Moras,Argentina,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,85000,2016,750
162404,Paz Syrah,Finca Las Moras,Argentina,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,85000,2016,750
162405,"Philip Togni, Napa Valley Cabernet Sauvignon",Philip Togni,USA,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,600000,2016,750
162406,"Pol Roger, Pure Extra Brut",Pol Roger,France,Sparkling,"Appetizer, Table",12~13,6~8,SWEET1,ACIDITY5,BODY3,TANNIN1,180000,0,750
162407,"Pol Roger, Rich Demi Sec",Pol Roger,France,Sparkling,"Appetizer, Table",12~13,6~8,SWEET3,ACIDITY3,BODY3,TANNIN1,150000,0,750
162408,"Vina Francisco de Aguirre, Prologo Reserva Cabernet Sauvignon ",Vina Francisco de Aguirre,Chile,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,30000,2017,750
162409,"Vina Francisco de Aguirre, Prologo Reserva Merlot",Vina Francisco de Aguirre,Chile,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,30000,2017,750
162410,Pundit Syrah,Ste Michelle Wine Estates,USA,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,150000,2016,750
162411,"Canelli, Quattro Rose",Vallebelbo,Italy,Rose,"Appetizer, Table",3~4,6~8,SWEET4,ACIDITY2,BODY3,TANNIN1,20000,0,750
162412,"Rene Barbier, Kraliner Seco White",Rene Barbier,Spain,White,Table,12~13,6~8,SWEET1,ACIDITY5,BODY3,TANNIN1,9900,2013,375
162413,"Rene Barbier, Robel red",Rene Barbier,Spain,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,9900,2013,375
162414,"Ruffino, Chianti Superiore Fiacso",Ruffino,Italy,Red,Table,12.5,13~15,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2014,750
162415,"Ruffino, Galestro Toscana",Ruffino,Italy,White,Table,12,10~13,SWEET1,ACIDITY4,BODY1,TANNIN1,25000,2019,750
162416,"Ruffino, Prosecco Extra Dry",Ruffino,Italy,Sparkling,"Appetizer, Table",11,10~12,SWEET1,ACIDITY3,BODY1,TANNIN1,41000,0,750
162417,"Ruffino, Torgaio Toscana",Ruffino,Italy,Red,Table,12.5,12~15,SWEET1,ACIDITY3,BODY3,TANNIN2,28000,2019,750
162418,"Schloss Vollrads, Feinherb Kabinett QmP",Schloss Vollrads Weingut Schloss Vollrads,Germany,White,Table,11~12,10~12,SWEET3,ACIDITY5,BODY3,TANNIN1,0,2017,750
162419,"Schloss Vollrads, Kabinett Trocken",Schloss Vollrads Weingut Schloss Vollrads,Germany,White,Table,11~12,10~12,SWEET1,ACIDITY4,BODY3,TANNIN1,34000,2015,750
162420,"Schloss Vollrads, Qualitatswein Trocken",Schloss Vollrads Weingut Schloss Vollrads,Germany,White,Table,12~13,8~10,SWEET2,ACIDITY5,BODY3,TANNIN1,32000,2016,375
162421,"Schloss Vollrads, Sommer ",Schloss Vollrads Weingut Schloss Vollrads,Germany,White,Table,11~12,8~10,SWEET1,ACIDITY5,BODY3,TANNIN1,0,2017,750
162422,"Solitude, Cotes Du Rhone",Domaine de La Solitude,France,Red,Table,13~14,13~15,SWEET1,ACIDITY3,BODY2,TANNIN3,0,2016,750
162423,"San Marzano, Talo Primitivo Di Manduria ",San Marzano Feudi di San Marzano,Italy,Red,Table,14~15,16~18,SWEET1,ACIDITY2,BODY4,TANNIN3,0,2016,750
162424,"Tasca d'Almerita, Chardonnay",Tasca dAlmerita,Italy,White,Table,14~15,10~12,SWEET1,ACIDITY4,BODY4,TANNIN1,150000,2014,750
162425,"Tenet, GSM ",Tenet,USA,Red,Table,15~16,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,260000,2015,750
162426,"Trapiche, Finca Altamira Limited Edition",Trapiche,Argentina,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,120000,2013,750
162427,"Trapiche, Finca Laborde Limited Edition",Trapiche,Argentina,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2012,750
162428,"Trapiche, Finca Las Piedras Limited Edition ",Trapiche,Argentina,Red,Table,14~15,16~18,SWEET1,ACIDITY4,BODY5,TANNIN4,120000,2013,750
162429,"Trapiche, Fond de Cave Gran Reserva Blend",Trapiche,Argentina,Red,Table,,,SWEET1,ACIDITY4,BODY5,TANNIN4,90000,2014,750
162430,"Trapiche, Melodias Winemaker's Selection Cabernet Sauvignon",Trapiche,Argentina,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,35000,2014,750
162431,"Trapiche, Single Vineyard Malbec 'Ambrosia'",Trapiche,Argentina,Red,Table,,,SWEET1,ACIDITY3,BODY5,TANNIN4,100000,2012,750
162432,"Trapiche, Single Vineyard Malbec 'Coletto'",Trapiche,Argentina,Red,Table,14.5~15.5,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,100000,2014,750
162433,"Spring Valley Vineyard, Uriah Red Wine",Spring Valley Vineyard,USA,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY5,TANNIN3,280000,2013,750
162434,"VINA COBOS, Bramare Marchiori Vineyard Malbec",Vina Cobos,Argentina,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,0,2014,750
162435,"Vina Cobos, Bramare Rebon Malbec",Vina Cobos,Argentina,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,0,2013,750
162436,"San Marzano, Vindoro Primitivo di Manduria ",San Marzano Feudi di San Marzano,Italy,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2016,750
162438,Beauchatel Cabernet Sauvignon,Yvon Mau,France,Red,Table,12~13,16~18,SWEET1,ACIDITY3,BODY2,TANNIN3,9900,0,375
162439,Beauchatel Merlot,Yvon Mau,France,Red,Table,12~13,16~18,SWEET1,ACIDITY3,BODY2,TANNIN3,9900,0,375
162440,Beauchatel Sauvignon,Yvon Mau,France,White,Table,10~11,8~10,SWEET1,ACIDITY5,BODY2,TANNIN1,9900,0,375
162441,"Calvet,Troisl ",Calvet,France,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY2,TANNIN3,0,2016,750
162442,TroisL Reserva Cabernet Sauvignon,Concha y Toro,Chile,Red,Table,15,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,11000,2017,750
162443,Fantini Collection Bianco,Fantini Group,Italy,White,"Appetizer, Table",12,8~10,SWEET1,ACIDITY3,BODY3,TANNIN1,64000,2017,750
162444,Fantini Collection Rosso,Fantini Group,Italy,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,64000,2017,750
162445,"Fantini, Edizione Collection",Fantini Group,Italy,Red,Table,14~15,16~18,SWEET1,ACIDITY4,BODY5,TANNIN5,179000,2015,750
162446,Jean Louis Chave Selection Saint Joseph Offerus,Domaine Jean Louis Chave,France,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,109000,2015,750
162447,Jean Louis Chave Selection Crozes Hermitage Silene,Domaine Jean Louis Chave,France,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN3,99000,2016,750
162448,"Jean Louis Chave, Selection Hermitage Farconnet",Domaine Jean Louis Chave,France,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN4,175000,2015,750
162449,"J.L.Chave, Selection Hermitage Blanche",Domaine Jean Louis Chave,France,White,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN1,175000,2015,750
162450,Cruse Rorick Chardonnay,Cruse Wine,USA,White,"Appetizer, Table",,,SWEET1,ACIDITY4,BODY3,TANNIN1,120000,2017,750
162451,Ultramarine Blanc de Blancs,Cruse Wine,USA,Sparkling,"Appetizer, Table",,,SWEET1,ACIDITY5,BODY2,TANNIN1,219000,0,750
162452,"Henri Giraud, Blanc de Blancs Brut",Champagne Henri Giraud,France,Sparkling,"Appetizer, Table",,,SWEET1,ACIDITY5,BODY2,TANNIN1,1192000,2011,750
162453,"Henri Giraud, Coteaux Champenois Blanc",Champagne Henri Giraud,France,Sparkling,Table,,,SWEET1,ACIDITY5,BODY3,TANNIN1,270000,2010,750
162454,"Henri Giraud, Esprit Nature Brut",Champagne Henri Giraud,France,Sparkling,"Appetizer, Table",,,SWEET1,ACIDITY5,BODY3,TANNIN1,138000,0,750
162455,"Dhondt-Grellet, Dans un Premier Temps Brut",DhondtGrellet,France,Sparkling,"Appetizer, Table",,,SWEET1,ACIDITY5,BODY3,TANNIN1,156000,0,750
162456,Dhondt-Grellet Le Bateau Blanc de Blancs Extra Brut,DhondtGrellet,France,Sparkling,"Appetizer, Table",,,SWEET1,ACIDITY5,BODY2,TANNIN1,310000,0,750
162457,Dhondt-Grellet Prestige du Moulin Blanc de Blancs Brut,DhondtGrellet,France,Sparkling,"Appetizer, Table",,,SWEET1,ACIDITY5,BODY2,TANNIN1,165000,0,750
162458,Baron de Lestac Bordeaux Moelleux,CASTEL Groupe CASTEL,France,White,"Table, Dessert",11~12,8~10,SWEET4,ACIDITY2,BODY3,TANNIN1,38000,2016,750
162459,"Medici Ermete, Daphne",Medici Ermete Cantina Medici Ermete,Italy,Sparkling,"Appetizer, Table",11~12,6~8,SWEET2,ACIDITY3,BODY2,TANNIN1,70000,2017,750
162460,"Medici Ermete, Quercioli Lambrusco Reggiano Sweet",Medici Ermete Cantina Medici Ermete,Italy,Sparkling,"Table, Dessert",8.5,6~8,SWEET4,ACIDITY2,BODY3,TANNIN2,40000,0,750
162461,"Amista Cabernet Sauvignon, Dry Creek Valley",Amista Winery,USA,Red,Table,13.6,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,150000,2012,750
162462,"Santa Helena, Siglo de Oro Reserva Sauvignon Blanc",Santa Helena Vina Santa Helena,Chile,White,"Appetizer, Table",12~13,8~10,SWEET1,ACIDITY5,BODY2,TANNIN1,30000,2017,750
162463,"Pillitteri, Frozen Tundra Vidal Icewine",Pillitteri Estate,Canada,White,Dessert,11~12,4~6,SWEET5,ACIDITY3,BODY4,TANNIN1,99000,2016,750
162464,Artisan Vidal Icewine,Pillitteri Estate,Canada,White,Dessert,11~12,4~6,SWEET5,ACIDITY2,BODY3,TANNIN1,99000,2016,750
162465,"Berry Bros. & Rudd, The Merchant's Red",Berry Bros  Rudd,Spain,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,12900,2016,750
162466,"Berry Bros. & Rudd, The Merchant's White",Berry Bros  Rudd,Spain,White,"Appetizer, Table",12,10~12,SWEET1,ACIDITY3,BODY2,TANNIN1,12900,2016,750
162467,"Berry Bros. & Rudd, The Merchant's Rose",Berry Bros  Rudd,Spain,Rose,Table,12.5,11~13,SWEET1,ACIDITY3,BODY2,TANNIN1,12900,2016,750
162468,"Berry Bros. & Rudd, Traditional Claret",Berry Bros  Rudd,France,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN2,14900,2014,750
162469,"Berry Bros. & Rudd, Chianti",Berry Bros  Rudd,Italy,Red,Table,13,16~18,SWEET1,ACIDITY4,BODY3,TANNIN3,24900,2015,750
162470,"Berry Bros. & Rudd, Rioja Crianza",Berry Bros  Rudd,Spain,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,29900,2014,750
162471,"Berry Bros. & Rudd, Pauillac",Berry Bros  Rudd,France,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,49900,2013,750
162472,"Berry Bros. & Rudd, Chateauneuf du Pape",Berry Bros  Rudd,France,Red,Table,14,17~19,SWEET1,ACIDITY3,BODY4,TANNIN4,39900,2015,750
162473,"Berry Bros. & Rudd, English Sparkling Wine",Berry Bros  Rudd,UK,Sparkling,Appetizer,12,6~8,SWEET1,ACIDITY4,BODY2,TANNIN1,49900,2010,750
162474,"Berry Bros. & Rudd, New Zealand Sauvignon Blanc",Berry Bros  Rudd,New Zealand,White,"Appetizer, Table",12.5,8~10,SWEET1,ACIDITY4,BODY2,TANNIN1,18900,2016,750
162475,"Berry Bros. & Rudd, Pinot Grigio",Berry Bros  Rudd,Italy,White,"Appetizer, Table",12,8~10,SWEET1,ACIDITY3,BODY2,TANNIN1,14900,2016,750
