id,name,producer,nation,type,use,abv,degree,sweet,acidity,body,tannin,price,year,ml
148564,Kongsgaard Chardonnay,Kongsgaard,USA,White,Table,14~15,10~12,SWEET1,ACIDITY3,BODY4,TANNIN1,560000,2016,750
148565,Vice Versa Cabernet Sauvignon,Vice Versa,USA,Red,Table,15.3,16~18,SWEET1,ACIDITY4,BODY5,TANNIN4,410000,2014,750
148566,"Kistler, Hyde Chardonnay",Kistler Vineyards,USA,White,Table,14.1,10~12,SWEET1,ACIDITY3,BODY4,TANNIN1,380000,2008,750
148567,Chateau Les Hauts de Plaisance,Chateau Les Hauts de Plaisance,France,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2015,750
148568,"Vina Maipo, Carmenere Cabernet Sauvignon",Vina Maipo,Chile,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,17000,2010,750
148569,Castillo de Armour Blanco,Castillo de Armour,Spain,White,Table,10.5,9~11,SWEET1,ACIDITY3,BODY2,TANNIN1,0,0,750
148570,Tavernello Sangiovese Rubicone,Tavernello,Italy,Red,Table,11,16~18,SWEET1,ACIDITY3,BODY3,TANNIN2,19000,0,750
148571,Tavernello Trebbiano Rubicone White,Tavernello,Italy,White,Table,11,10~12,SWEET1,ACIDITY3,BODY2,TANNIN1,18000,0,750
148572,Chateau Barthey,Chateau Barthey,France,Red,Table,12.5,16~18,SWEET1,ACIDITY4,BODY3,TANNIN4,0,2004,750
148573,Cruse 6eme Generation Bordeaux Sauvignon,GCF  GCF Group,France,White,Table,12,10~12,SWEET1,ACIDITY3,BODY2,TANNIN1,35000,2009,750
148574,Chateau Barrail,Chateau Barrail,France,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,38000,2009,750
148575,"Besserat de Bellefon, Cuvee des Moines Brut",Besserat de Bellefon,France,Sparkling,"Appetizer, Table",12.5,6~8,SWEET1,ACIDITY5,BODY3,TANNIN1,0,0,750
148576,"Recondo, Navarra",Recondo,Spain,Red,Table,13,15~17,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2005,750
148577,"Tapena, Tempranillo",Tapena,Spain,Red,Table,13,16~18,SWEET1,ACIDITY4,BODY4,TANNIN3,0,2006,750
148578,"Vina Maipo, Sauvignon Blanc",Vina Maipo,Chile,White,Table,12.5,10~12,SWEET1,ACIDITY4,BODY2,TANNIN1,0,2008,750
148579,"Maison Deux Montille Soeur et Frere, Meursault 1er Cru 'Les Charmes'",Maison Deux Montille Soeur et Frere,France,White,"Appetizer, Table",13.5,9~11,SWEET1,ACIDITY4,BODY3,TANNIN1,0,2006,750
148580,"Sileni, Grand Reserve Plateau Pinot Noir",Sileni Estate,New Zealand,Red,Table,13~14,14~16,SWEET1,ACIDITY3,BODY3,TANNIN3,70000,2017,750
148581,"Norton, Clasico Tinto",Norton,Argentina,Red,Table,13.5,15~17,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2011,750
148582,Cruse 6eme Generation,GCF  GCF Group,France,Red,Table,12.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,35000,2010,750
148585,"Chateau Beauchene, Cote du Rhone Blanc",Chateau Beauchene,France,White,Table,13,9~11,SWEET1,ACIDITY3,BODY2,TANNIN1,0,2009,750
148586,Tavernello Rosso 1,Tavernello,Italy,Red,Table,11.5,15~17,SWEET1,ACIDITY3,BODY3,TANNIN3,18000,0,750
148587,"Norton, Clasico Blanco",Norton,Argentina,White,Table,12.5,10~12,SWEET1,ACIDITY3,BODY2,TANNIN1,0,2012,750
148588,"Vina Maipo, Gran Devoion Syrah Petite Syrah",Vina Maipo,Chile,Red,Table,14.5,16~18,SWEET1,ACIDITY4,BODY3,TANNIN4,80000,2009,750
148589,"Monteverdi, Chianti",Monteverdi,Italy,Red,Table,12.5,16~18,SWEET1,ACIDITY4,BODY2,TANNIN2,0,2008,750
148591,"Bava, Rosetta Bianca",Bava Azienda Vinicola Bava,Italy,White,Dessert,4.5,7~9,SWEET4,ACIDITY2,BODY3,TANNIN1,0,0,375
148592,"Norton, Cosecha Tardia",Norton,Argentina,White,Dessert,11~12,9~11,SWEET4,ACIDITY2,BODY3,TANNIN1,36000,2020,750
148593,Quinta do Crasto Douro,Quinta do Crasto,Portugal,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2007,750
148594,"Monteverdi, Torregaia",Monteverdi,Italy,Red,Table,11,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,0,750
148595,"Norton, Barrel Select Cabernet Sauvignon",Norton,Argentina,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,46000,2019,750
148597,Norton Sauvignon Blanc,Norton,Argentina,White,Table,13,10~12,SWEET1,ACIDITY4,BODY2,TANNIN1,0,2009,750
148598,"Norton, Reserva Malbec ",Norton,Argentina,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,60000,2018,750
148599,"Norton, Barrel Select Malbec",Norton,Argentina,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,46000,2020,750
148600,"Norton, Privada ",Norton,Argentina,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,100000,2016,750
148604,"La Chamiza, Polo Amateur Malbec",La Chamiza,Argentina,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,20000,2007,750
148605,Monteverdi Chianti GIO,Monteverdi,Italy,Red,Table,,,SWEET1,ACIDITY4,BODY2,TANNIN2,0,2008,750
148607,1865 Limited Edition Syrah,San Pedro,Chile,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,100000,2016,750
148608,Le Petit Cheval,Chateau Cheval Blanc 1st Grand Cru ClasseA,France,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,350000,2016,750
148609,Chateau Allary,Chateau Allary,France,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2008,750
148611,"Michele Satta, Diambra Rosso",Michele Satta,Italy,Red,Table,14,16~18,SWEET1,ACIDITY4,BODY3,TANNIN3,59000,2006,750
148612,Sorella,Sorella,USA,Red,Table,14.3,17~19,SWEET2,ACIDITY4,BODY5,TANNIN4,240000,2012,750
148613,"Beau Vigne, Cabernet Sauvignon Reserve",Beau Vigne,USA,Red,Table,15.3,17~19,SWEET1,ACIDITY3,BODY4,TANNIN5,290000,2007,750
148614,"Manfredi, Barolo",Cantine Manfredi,Italy,Red,Table,14,16~18,SWEET1,ACIDITY4,BODY3,TANNIN4,0,2005,750
148615,San Clemente Reserve Merlot,San Clemente,Chile,Red,Table,14,16~19,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2007,750
148616,"Manfredi, Brachetto",Cantine Manfredi,Italy,Sparkling,Dessert,,,SWEET4,ACIDITY1,BODY3,TANNIN1,0,0,750
148617,"La Spinetta, Il Gentile di Casanova",La Spinetta,Italy,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2006,750
148618,"Two Hands, Zippy's Block Shiraz",Two Hands Wines,Australia,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN5,0,2015,750
148619,"La Spinetta, Barbaresco Bordini ",La Spinetta,Italy,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,175000,2017,750
148620,"Alta Vista, Classic Cabernet Sauvignon",Alta Vista,Argentina,Red,Table,13.5,16~18,SWEET1,ACIDITY4,BODY4,TANNIN4,0,2017,750
148621,"Alta Vista, Classic Malbec",Alta Vista,Argentina,Red,Table,13.6,16~18,SWEET1,ACIDITY4,BODY4,TANNIN4,0,2017,750
148622,"Duval Leroy, Brut 1er Cru",Duval Leroy,France,Sparkling,Appetizer,12,6~8,SWEET1,ACIDITY4,BODY4,TANNIN1,170000,0,750
148623,Duval Leroy Rose Brut Prestige '1er Cru',Duval Leroy,France,Sparkling,"Appetizer, Table",12,6~8,SWEET1,ACIDITY5,BODY4,TANNIN1,210000,0,750
148624,Long Country Cabernet Sauvignon,Carolina Wine Brands,Chile,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,15300,2009,750
148625,Long Country Merlot,Carolina Wine Brands,Chile,Red,Table,12.5,16~18,SWEET1,ACIDITY3,BODY2,TANNIN2,15300,2009,750
148626,Tesco Merlot,Tesco Group Tesco Simply Wine,Italy,Red,Table,12,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,9900,2009,750
148627,Tesco Bardolino,Tesco Group Tesco Simply Wine,Italy,Red,Table,11,15~17,SWEET2,ACIDITY3,BODY2,TANNIN2,9800,0,750
148628,Tesco Sicilian Red,Tesco Group Tesco Simply Wine,Italy,Red,Table,12,15~17,SWEET2,ACIDITY3,BODY2,TANNIN2,8900,0,750
148629,Tesco California Zinfandel,Tesco Group Tesco Simply Wine,USA,Red,Table,13,16~18,SWEET2,ACIDITY3,BODY4,TANNIN3,9800,0,750
148630,Tesco Valpolicella,Tesco Group Tesco Simply Wine,Italy,Red,Table,11,15~17,SWEET1,ACIDITY3,BODY2,TANNIN2,13800,0,750
148631,Tesco Cuvee Prestige White,Tesco Group Tesco Simply Wine,France,White,Table,11,10~12,SWEET2,ACIDITY3,BODY3,TANNIN1,8900,0,750
148632,Marques de Leon Blanco,Marques de Leon,Spain,White,Table,11,10~12,SWEET1,ACIDITY3,BODY3,TANNIN1,5900,0,750
148633,Marques de Leon Tinto,Marques de Leon,Spain,Red,Table,11,16~18,SWEET2,ACIDITY3,BODY3,TANNIN3,0,0,750
148635,"Barefoot, Moscato",Barefoot,USA,White,Dessert,8.5~9.5,6~8,SWEET4,ACIDITY1,BODY2,TANNIN1,0,0,750
148636,Yali Winemaker's Selection Merlot,Yali,Chile,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2009,750
148637,Vina Albali Crianza,Felix Solis,Spain,Red,Table,12,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2005,750
148638,Vina Albali Reserva,Tesco Group Tesco Simply Wine,Spain,Red,Table,12,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,25500,2004,750
148639,"Cecchi, Tesco Chianti Classico",Cecchi,Italy,Red,Table,13.5,16~18,SWEET1,ACIDITY4,BODY2,TANNIN2,21000,2007,750
148640,Vina Albali Smooth Red,Felix Solis,Spain,Red,Table,12,16~18,SWEET3,ACIDITY3,BODY2,TANNIN2,8900,2009,750
148641,"Barefoot, Pinot Noir",Barefoot,USA,Red,Table,12~13,15~17,SWEET1,ACIDITY3,BODY3,TANNIN3,0,0,750
148642,Yali Winemaker's Selection Cabernet Carmenere,Yali,Chile,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2009,750
148643,Papillon,Papillon,France,Red,Table,11,15~17,SWEET1,ACIDITY3,BODY2,TANNIN2,12400,0,750
148644,Tesco Cuvee Prestige Red,Tesco Group Tesco Simply Wine,France,Red,Table,11.5,15~17,SWEET1,ACIDITY3,BODY3,TANNIN2,8900,0,750
148646,Tesco Portuguese Rose,Tesco Group Tesco Simply Wine,Portugal,Rose,Table,11,11~13,SWEET2,ACIDITY2,BODY2,TANNIN1,0,0,750
148648,"Beau Vigne, Cabernet Sauvignon",Beau Vigne,USA,Red,Table,15.3,16~18,SWEET1,ACIDITY4,BODY5,TANNIN4,290000,2007,750
148649,"Stephen Vincent, Chardonnay",Stephen Vincent  Winery,USA,White,Table,14.2,10~12,SWEET1,ACIDITY3,BODY2,TANNIN1,0,2009,750
148650,G.H Mumm Millesime,GHMumm,France,Sparkling,"Appetizer, Table",12.5,8~10,SWEET1,ACIDITY5,BODY4,TANNIN1,133000,2006,750
148651,Le 19eme Reserve du Golf,Chateau Lalaudey,France,Red,Table,13~14,16~18,SWEET1,ACIDITY4,BODY4,TANNIN4,100000,0,0
148652,Chateau Puy Guilhem,Chateau Puy Guilhem,France,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2016,750
148653,Chateau Roudier,Chateau Roudier,France,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2016,750
148654,"Chateau Soucherie, Cremant de Loire Brut",Chateau Soucherie,France,Sparkling,"Appetizer, Table",12~13,6~8,SWEET1,ACIDITY3,BODY3,TANNIN1,63000,0,750
148656,"Domaine Brusset, Cotes du Rhone Laurent B",Domaine Brusset,France,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2016,750
148657,"Domaine Brusset, Les Travers  Cairanne",Domaine Brusset,France,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2016,750
148658,"Eveil des Sens, Bourgogone Hautes Cotes de Beaune",Eveil des Sens,France,Red,Table,12.5,15~17,SWEET1,ACIDITY3,BODY3,TANNIN2,0,2016,750
148659,"Hospices de Beaune, Savigny-les-Beaune 1er Cru",Hospices de Beaune,France,Red,Table,13.5,15~17,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2016,750
148660,"Marc Sorrel, Hermitage Blanc 'Les Rocoules'",Domaine Marc Sorrel,France,White,Table,15,11~13,SWEET1,ACIDITY4,BODY5,TANNIN1,0,2015,750
148661,"Marc Sorrel, Hermitage Rouge",Domaine Marc Sorrel,France,Red,Table,13,17~19,SWEET1,ACIDITY4,BODY5,TANNIN4,0,2015,750
148662,"Marc Sorrel, Hermitage Rouge 'Le Greal'",Domaine Marc Sorrel,France,Red,Table,14,17~19,SWEET1,ACIDITY4,BODY5,TANNIN4,0,2015,750
148663,"Domaine Confuron Cotetidot, Bourgogne Pinot Noir",Domaine Confuron Cotetidot,France,Red,Table,12.5,15~16,SWEET1,ACIDITY4,BODY3,TANNIN2,0,2011,750
148664,1340 Second Edition Carmenere,1340   1340 Second Edition,Chile,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,0,750
148665,"Domaine Confuron Cotetidot, Pommard",Domaine Confuron Cotetidot,France,Red,Table,12.5,15~16,SWEET1,ACIDITY5,BODY2,TANNIN2,0,2006,750
148666,Chateau La Rose Lignan,Antoine Moueix,France,Red,Table,12.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2007,750
148667,Chateau La Grande Chapelle,Antoine Moueix,France,Red,Table,13.5,16~18,SWEET1,ACIDITY4,BODY4,TANNIN4,0,2005,750
148668,"Cono Sur, Vision Merlot",Cono Sur,Chile,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2008,750
148669,"Cono Sur, Vision Cabernet Sauvignon",Cono Sur,Chile,Red,Table,14.1,16~18,SWEET1,ACIDITY4,BODY3,TANNIN2,0,2010,750
148670,Primvm Vitae Reserva,Vallformosa,Spain,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,0,2005,750
148671,Primvm Vitae Joven,Vallformosa,Spain,Red,Table,13,16~18,SWEET1,ACIDITY4,BODY3,TANNIN2,0,2009,750
148672,Primvm Vitae Crianza,Vallformosa,Spain,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2004,750
148673,Chateau Pech Latt Vieilles Vignes Corbieres,Chateau Pech Latt  Jean Michel Cazes,France,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2006,750
148674,"Podere Sapaio, Volpolo",Podere Sapaio,Italy,Red,Table,14~15,16~18,SWEET1,ACIDITY4,BODY4,TANNIN4,0,2015,750
148676,"Domaine Confuron Cotetidot, Mazis Chambertin Grand Cru",Domaine Confuron Cotetidot,France,Red,Table,13.5,15~16,SWEET1,ACIDITY4,BODY3,TANNIN2,0,2004,750
148677,"Domaine Bruno Clair, Savigny les Beaune 1er Cru",Domaine Bruno Clair,France,Red,Table,13,15~16,SWEET1,ACIDITY4,BODY2,TANNIN2,0,2006,750
148679,"Jackson Estate, Shelter Belt Chardonnay",Jackson Estate,New Zealand,White,Table,14,10~12,SWEET1,ACIDITY4,BODY3,TANNIN1,0,2011,750
148680,"Jackson Estate, Stich Sauvignon Blanc",Jackson Estate,New Zealand,White,Table,13,8~10,SWEET1,ACIDITY5,BODY3,TANNIN1,0,2012,750
148681,"Jackson Estate, Vintage Widow Pinot Noir",Jackson Estate,New Zealand,Red,Table,,,SWEET1,ACIDITY5,BODY3,TANNIN3,0,2011,750
148682,Spanish Gate Red,Felix Solis,Spain,Red,"Table, Dessert",11,14~16,SWEET3,ACIDITY2,BODY3,TANNIN3,20000,0,750
148683,Spanish Gate White,Felix Solis,Spain,White,"Table, Dessert",11,7~9,SWEET2,ACIDITY3,BODY3,TANNIN1,20000,0,750
148684,Destina White,Spanish Wine Group,Spain,White,Table,12,10~12,SWEET2,ACIDITY3,BODY2,TANNIN1,0,0,750
148685,"Domaine Bruno Clair, Marsannay Rose",Domaine Bruno Clair,France,Rose,Table,12.5,12~14,SWEET1,ACIDITY4,BODY2,TANNIN1,0,2006,750
148686,"Abbazia, Moscato Puglia",Abbazia,Italy,White,Dessert,5.5,6~8,SWEET4,ACIDITY2,BODY3,TANNIN1,0,0,750
148687,Chateau Montredon,Chateau Montredon,France,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2007,750
148688,"Philippe Augustin, Bourgogne Pinot Noir",Philippe Augustin,France,Red,Table,13,15~16,SWEET1,ACIDITY5,BODY2,TANNIN2,0,2009,750
148689,"Cono Sur, Reserva Chardonnay",Cono Sur,Chile,White,Table,13.8,10~12,SWEET1,ACIDITY3,BODY4,TANNIN1,0,2013,750
148690,Domaine Pujol Izard,Domaine Pujol Izard,France,Red,Table,12.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN5,0,2011,750
148692,"Castello di Farnetella, Chianti Colli Senesi",Castello di Farnetella,Italy,Red,Table,,,SWEET1,ACIDITY4,BODY2,TANNIN2,44000,2012,750
148693,"Tapas, Tempranillo",The Tapas Wine Collection,Spain,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2018,750
148694,Deinhard Halbtrocken Rose,Deinhard,Germany,Sparkling,Table,11.5,6~8,SWEET2,ACIDITY4,BODY3,TANNIN1,0,0,750
148695,Deinhard Halbtrocken,Deinhard,Germany,Sparkling,"Appetizer, Table",11~12,6~8,SWEET3,ACIDITY4,BODY3,TANNIN1,0,0,750
148696,I'ss Wine,Anecoop,Spain,White,Dessert,,,SWEET5,ACIDITY2,BODY2,TANNIN1,24000,0,375
148697,Moscato Lover,Vinicola Balan SAS,Italy,White,Dessert,7,6~8,SWEET4,ACIDITY1,BODY2,TANNIN1,30000,0,750
148698,Braviolo Toscana IGT,Fattoria del Cerro  Saiagricola,Italy,White,Table,13,10~12,SWEET1,ACIDITY3,BODY2,TANNIN1,0,2007,750
148699,Moscato M,Vinicola Balan SAS,Italy,White,Dessert,7,6~8,SWEET4,ACIDITY1,BODY2,TANNIN1,30000,0,750
148700,Ace Wine,Anecoop,Spain,White,Dessert,12,6~8,SWEET5,ACIDITY2,BODY2,TANNIN1,24000,0,750
148702,Destina Red,Spanish Wine Group,Spain,Red,Table,12,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,0,750
148706,"Schloss Johannisberg, Riesling Silberlack Erstes Gewächs",Schloss Johannisberg,Germany,White,Table,12.8,9~11,SWEET1,ACIDITY5,BODY3,TANNIN1,0,2008,750
148707,"Poderi Colla, Bussia Barolo Dardi Le Rose",Poderi Colla,Italy,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN5,0,2008,750
148712,Chateau Mont Redon Cotes du Rhone White,Chateau MontRedon,France,White,Table,13,10~12,SWEET1,ACIDITY3,BODY2,TANNIN1,0,2008,750
148713,Chateau Mont Redon Cotes du Rhone Rose,Chateau MontRedon,France,Rose,Table,13,12~14,SWEET1,ACIDITY3,BODY2,TANNIN1,0,2008,750
148714,Chateau Haut Belian,Chateau HautBelian,France,White,Table,,,SWEET1,ACIDITY4,BODY2,TANNIN1,0,2008,750
148715,Churchill's Reserve Port,Churchills,Portugal,Fortified,Dessert,20,14~16,SWEET5,ACIDITY2,BODY5,TANNIN3,0,0,750
148716,"Domaine Daniel Rion & Fils, Clos Vougeot Grand Cru",Daniel Rion Domaine Daniel Rion  Fils,France,Red,Table,14,15~17,SWEET1,ACIDITY4,BODY4,TANNIN3,0,2014,750
148717,"Daniel Rion & Fils, Bourgogne Passetoutgrain",Daniel Rion Domaine Daniel Rion  Fils,France,Red,Table,11.5,15~17,SWEET1,ACIDITY5,BODY2,TANNIN2,0,2007,750
148718,"Apaltagua, Reserva Chardonnay",Vina Apaltagua,Chile,White,Table,13.5,10~12,SWEET1,ACIDITY3,BODY4,TANNIN1,0,2019,750
148719,Langlois Brut,Langlois,France,Sparkling,Appetizer,,,SWEET1,ACIDITY4,BODY2,TANNIN1,85000,0,750
148720,Punset Barbera d'Alba,Punset,Italy,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN2,56000,2009,750
148721,Punset Dolcetto d'Alba,Punset,Italy,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,0,0,750
148722,Punset Barbaresco,Punset,Italy,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN4,172000,2006,750
148723,Churchill's,Churchills,Portugal,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN3,0,2014,750
148724,"Domaine de Nizas, Coteaux du Languedoc Rouge",Domaine de Nizas,France,Red,Table,14,16~19,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2014,750
148725,Chateau de Fontaine Audon,Chateau de FontaineAudon,France,White,"Appetizer, Table",13.5,10~12,SWEET1,ACIDITY4,BODY2,TANNIN1,0,2008,750
148726,"Domaine Francois et Antoine Jobard, Bourgogne Aligote",Domaine Francois et Antoine Jobard,France,White,Table,12,10~12,SWEET1,ACIDITY5,BODY2,TANNIN1,0,2017,750
148727,Antoine Jobard Bourgogne Blanc,Antoine Jobard,France,White,Table,12.5,10~12,SWEET1,ACIDITY5,BODY2,TANNIN1,102000,0,0
148728,Antoine Jobard Puligny Montrachet 'Le Trezin',Antoine Jobard,France,White,Table,13,10~12,SWEET1,ACIDITY4,BODY4,TANNIN1,210000,0,0
148729,"Tenuta Rocca, Dolcetto d'Alba",Tenuta Rocca,Italy,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,55000,2008,750
148730,Antoine Jobard Meursault 'Les Tillets',Antoine Jobard,France,White,Table,13,10~12,SWEET1,ACIDITY4,BODY2,TANNIN1,210000,0,0
148731,"Tenuta Rocca, Langhe Ornati",Tenuta Rocca,Italy,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,63000,2005,750
148732,"Tenuta Rocca, Barolo",Tenuta Rocca,Italy,Red,Table,14,16~18,SWEET1,ACIDITY4,BODY3,TANNIN5,187000,2005,750
148733,Antoine Jobard Meursault 1er 'Genevrieres',Antoine Jobard,France,White,Table,13,10~12,SWEET1,ACIDITY5,BODY4,TANNIN1,290000,0,0
148734,"Siro Pacenti, Rosso di Montalcino",Siro Pacenti,Italy,Red,Table,14.5,16~18,SWEET1,ACIDITY4,BODY4,TANNIN3,83000,2008,750
148735,"Siro Pacenti, Brunello di Montalcino",Siro Pacenti,Italy,Red,Table,14.5,16~18,SWEET1,ACIDITY4,BODY4,TANNIN3,280000,2005,750
148736,"Castello di Cigognola, Dodici dodici",Castello di Cigognola,Italy,Red,Table,14,16~18,SWEET1,ACIDITY4,BODY3,TANNIN3,46000,2008,750
148737,"Castello di Cigognola, Barbera",Castello di Cigognola,Italy,Red,Table,14.5,16~18,SWEET1,ACIDITY4,BODY3,TANNIN3,128000,2006,750
148738,Pago de Cirsus Single Vineyard Oak Aged,Pago de Cirsus,Spain,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,33000,2017,750
148740,"Falesco, Vitiano Bianco",Falesco Vitiano,Italy,White,Table,13.3,10~12,SWEET1,ACIDITY3,BODY2,TANNIN1,48000,2013,750
148742,"Adrian Fog, Savoy Vineyard",Adrian Fog,USA,Red,Table,14.5,15~17,SWEET1,ACIDITY3,BODY3,TANNIN3,238000,2006,750
148743,Pago de Cirsus Cuvee Especial,Pago de Cirsus,Spain,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,77000,2011,750
148744,"Adrian Fog, Arissa Jane",Adrian Fog,USA,Red,Table,14.5,15~17,SWEET1,ACIDITY3,BODY3,TANNIN3,119000,2007,750
148746,Monte Real Reserva de Familia,Bodegas Riojanas,Spain,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2014,750
148747,Monte Real Gran Reserva,Bodegas Riojanas,Spain,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2012,750
148748,Monte Real Reserva,Bodegas Riojanas,Spain,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2004,750
148749,Monte Real Crianza,Bodegas Riojanas,Spain,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2007,750
148750,"Riunite, Lambrusco",Riunite Wine,Italy,Red,Dessert,8~9,8~10,SWEET3,ACIDITY2,BODY3,TANNIN2,0,0,750
148751,"Riunite, Bianco",Riunite Wine,Italy,White,"Appetizer, Table, Dessert",8,7~9,SWEET3,ACIDITY2,BODY3,TANNIN1,0,0,750
148752,"Riunite, Raspberry",Riunite Wine,Italy,Red,Dessert,7~8,7~12,SWEET3,ACIDITY2,BODY2,TANNIN1,0,0,750
148753,"Riunite, Lambrusco Grasparossa di Castelvetro",Riunite Wine,Italy,Sparkling,"Appetizer, Dessert",8,9~11,SWEET3,ACIDITY2,BODY3,TANNIN1,0,0,750
148754,"Riunite, Merlot",Riunite Wine,Italy,Red,Table,8,14~16,SWEET3,ACIDITY3,BODY2,TANNIN2,0,0,750
148755,"Gulfi, Nerobufalefej Nero d'Avola",Gulfi,Italy,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2008,750
148756,"Gulfi, Rossojbleo",Gulfi,Italy,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,50000,2009,750
148757,"Gulfi, Nerosanlore",Gulfi,Italy,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN4,0,2014,750
148758,"Scagliola, Primo Bacio Moscato d'asti",Scagliola Azienda Agricola,Italy,White,Table,5,6~8,SWEET4,ACIDITY2,BODY2,TANNIN1,25000,2017,750
148759,"Riunite, Codarossa",Riunite Wine,Italy,Red,Table,8~9,16~18,SWEET4,ACIDITY2,BODY2,TANNIN2,0,0,750
148760,"Riunite, Movendo Moscato",Riunite Wine,Italy,White,Dessert,8,9~11,SWEET4,ACIDITY2,BODY2,TANNIN1,0,0,750
148761,"Riunite, Vivante Lambrusco",Riunite Wine,Italy,Red,"Appetizer, Dessert",8~9,14~16,SWEET3,ACIDITY2,BODY2,TANNIN3,0,0,750
148762,La Rotonda Red Sweet Wine,SA Capel Vinos SA,Spain,Red,Dessert,12,14~16,SWEET5,ACIDITY1,BODY3,TANNIN2,20000,0,750
148763,Marchigue L Syrah Reserve,Vinedos Errazuriz Ovalle SA,Chile,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,80000,2010,750
148764,Grandial Brut Sparkling,Les Caves de Landiras,France,Sparkling,"Appetizer, Table",11,6~8,SWEET1,ACIDITY4,BODY2,TANNIN1,35000,0,750
148765,Panul Chardonnay Reserve,Vinedos Errazuriz Ovalle SA,Chile,White,Table,13.5,10~12,SWEET1,ACIDITY3,BODY3,TANNIN1,33000,2015,750
